,_wandb,late_cost,early_cost,deviation_from_balanced,_step,_runtime,converged,_timestamp,mean_error,tp,kind,alpha,tau_a,epsilon,scale_cost,lineage_info,max_inner_iterations,name
256,{'runtime': 295},0.834578482926666,0.8314894942991397,5.551115123125784e-16,0,296.14971137046814,True,1699613746.3653104,0.8330339886129028,210-270,moslin,0.75,1,0.1,mean,abpxp,30000.0,resilient-sweep-344
257,{'runtime': 45},0.948489704308621,0.9751777088139216,5.551115123125784e-16,0,46.46174597740173,True,1699613495.339174,0.9618337065612714,170-210,moslin,0.75,1,0.1,mean,abpxp,30000.0,golden-sweep-343
258,{'runtime': 28},0.2661430006953771,0.2761062549393778,8.881784197001252e-16,0,28.608660221099857,True,1699613474.3548565,0.27112462781737745,450-510,moslin,0.75,1,0.1,mean,precise,30000.0,azure-sweep-342
259,{'runtime': 39},0.2989193652024489,0.30302454038865256,2.220446049250313e-16,0,40.03577423095703,True,1699613475.3302133,0.3009719527955507,390-450,moslin,0.75,1,0.1,mean,precise,30000.0,solar-sweep-341
260,{'runtime': 130},0.5484502625445075,0.5364242720690026,5.551115123125784e-16,0,131.34595227241516,True,1699613562.7458682,0.542437267306755,330-390,moslin,0.75,1,0.1,mean,precise,30000.0,pleasant-sweep-340
261,{'runtime': 348},0.5994607468454818,0.6034388977941416,8.881784197001252e-16,0,349.2200951576233,True,1699613763.9709165,0.6014498223198117,270-330,moslin,0.75,1,0.1,mean,precise,30000.0,earnest-sweep-339
262,{'runtime': 110},0.639139300524546,0.6080545114403504,7.771561172376097e-16,0,110.61346817016602,True,1699613522.8077471,0.6235969059824482,210-270,moslin,0.75,1,0.1,mean,precise,30000.0,gentle-sweep-338
263,{'runtime': 29},0.3820180833651818,0.3674670763897313,5.551115123125784e-16,0,30.089438438415527,True,1699613431.0346365,0.3747425798774565,170-210,moslin,0.75,1,0.1,mean,precise,30000.0,effortless-sweep-337
264,{'runtime': 39},0.2503441509755999,0.26219511222797626,6.661338147750939e-16,0,40.649885177612305,True,1699613427.3410542,0.25626963160178806,450-510,moslin,0.75,1,0.05,mean,abpxp,30000.0,effortless-sweep-336
265,{'runtime': 72},0.3564290462318877,0.4134927657113085,0.0,0,73.66731357574463,True,1699613453.9942455,0.3849609059715981,390-450,moslin,0.75,1,0.05,mean,abpxp,30000.0,eager-sweep-335
266,{'runtime': 321},0.7263488050223869,0.7543569463478209,5.551115123125784e-16,0,322.5104773044586,True,1699613699.7776673,0.7403528756851039,330-390,moslin,0.75,1,0.05,mean,abpxp,30000.0,ancient-sweep-334
267,{'runtime': 1049},0.5728050975475546,0.5556215475534039,1.2212453270876722e-15,0,1050.5851871967316,True,1699614404.4657292,0.5642133225504793,270-330,moslin,0.75,1,0.05,mean,abpxp,30000.0,deft-sweep-333
268,{'runtime': 314},0.713190493685672,0.7312974748528294,3.3306690738754696e-16,0,315.63582611083984,True,1699613656.85188,0.7222439842692507,210-270,moslin,0.75,1,0.05,mean,abpxp,30000.0,warm-sweep-332
269,{'runtime': 47},0.9194758622334565,0.9871414451063258,2.220446049250313e-16,0,48.27006959915161,True,1699613380.8247397,0.9533086536698911,170-210,moslin,0.75,1,0.05,mean,abpxp,30000.0,confused-sweep-331
270,{'runtime': 27},0.12601356934924876,0.12755250340726737,5.551115123125784e-16,0,28.192976474761963,True,1699613360.4942474,0.12678303637825805,450-510,moslin,0.75,1,0.05,mean,precise,30000.0,youthful-sweep-330
271,{'runtime': 39},0.126197612790816,0.14260907837343842,4.440892098500626e-16,0,40.24083423614502,True,1699613369.802662,0.1344033455821272,390-450,moslin,0.75,1,0.05,mean,precise,30000.0,stellar-sweep-329
272,{'runtime': 114},0.29444906375567215,0.28419569189110616,3.3306690738754696e-16,0,115.1602954864502,True,1699613427.7824154,0.28932237782338915,330-390,moslin,0.75,1,0.05,mean,precise,30000.0,effortless-sweep-328
273,{'runtime': 332},0.33583801732362045,0.35746077712835034,0.0,0,333.39712142944336,True,1699613645.9725304,0.3466493972259854,270-330,moslin,0.75,1,0.05,mean,precise,30000.0,warm-sweep-327
274,{'runtime': 107},0.3807215647457975,0.3689387258283471,5.551115123125784e-16,0,108.42342710494997,True,1699613396.224056,0.37483014528707226,210-270,moslin,0.75,1,0.05,mean,precise,30000.0,spring-sweep-326
275,{'runtime': 29},0.2870823068160057,0.2795749468993396,5.551115123125784e-16,0,30.09732675552368,True,1699613312.6737258,0.2833286268576727,170-210,moslin,0.75,1,0.05,mean,precise,30000.0,glowing-sweep-325
276,{'runtime': 42},0.21408577737874632,0.2028222411880841,3.3306690738754696e-16,0,42.716678857803345,True,1699613310.6170688,0.2084540092834152,450-510,moslin,0.75,1,0.01,mean,abpxp,30000.0,drawn-sweep-324
277,{'runtime': 70},0.24610429706629805,0.3426002304907654,2.220446049250313e-16,0,71.0237729549408,True,1699613337.122153,0.29435226377853174,390-450,moslin,0.75,1,0.01,mean,abpxp,30000.0,soft-sweep-323
278,{'runtime': 336},0.4562141699355539,0.5426082838737585,1.1102230246251563e-15,0,336.87147641181946,True,1699613574.299549,0.4994112269046562,330-390,moslin,0.75,1,0.01,mean,abpxp,30000.0,playful-sweep-322
279,{'runtime': 1023},0.46128760068056945,0.5366943186008015,1.1102230246251563e-16,0,1023.7948741912842,True,1699614254.4049962,0.4989909596406855,270-330,moslin,0.75,1,0.01,mean,abpxp,30000.0,tough-sweep-321
280,{'runtime': 332},0.712533389992243,0.8742004724701422,2.220446049250313e-16,0,333.4063992500305,True,1699613557.5200372,0.7933669312311926,210-270,moslin,0.75,1,0.01,mean,abpxp,30000.0,prime-sweep-320
281,{'runtime': 45},1.05898586563651,1.2794525772400862,0.0,0,45.814496755599976,True,1699613264.4599688,1.1692192214382982,170-210,moslin,0.75,1,0.01,mean,abpxp,30000.0,fluent-sweep-319
282,{'runtime': 29},0.1560717623731614,0.15779913385109984,3.3306690738754696e-16,0,30.421534538269043,True,1699613248.6813145,0.15693544811213062,450-510,moslin,0.75,1,0.01,mean,precise,30000.0,drawn-sweep-318
283,{'runtime': 39},0.1571384776092905,0.19262233590795935,2.220446049250313e-16,0,40.115899085998535,True,1699613244.114293,0.17488040675862493,390-450,moslin,0.75,1,0.01,mean,precise,30000.0,tough-sweep-317
284,{'runtime': 109},0.1984455471999219,0.2059818019370709,3.3306690738754696e-16,0,110.57318115234376,True,1699613294.079693,0.20221367456849643,330-390,moslin,0.75,1,0.01,mean,precise,30000.0,glad-sweep-316
285,{'runtime': 305},0.2821075146121737,0.3736224405258204,1.1102230246251563e-16,0,305.9238793849945,True,1699613478.4757054,0.327864977568997,270-330,moslin,0.75,1,0.01,mean,precise,30000.0,fresh-sweep-315
286,{'runtime': 106},0.37074876666468426,0.38420773004493475,2.220446049250313e-16,0,106.96830630302428,True,1699613271.0460844,0.3774782483548095,210-270,moslin,0.75,1,0.01,mean,precise,30000.0,different-sweep-314
287,{'runtime': 27},0.4604050857893049,0.446896066557177,0.0,0,28.160735845565796,True,1699613165.3633208,0.45365057617324095,170-210,moslin,0.75,1,0.01,mean,precise,30000.0,jolly-sweep-313
288,{'runtime': 43},0.28577373890335106,0.2735454602101322,1.1102230246251563e-16,0,44.03166151046753,True,1699613181.1261685,0.27965959955674163,450-510,moslin,0.75,1,0.001,mean,abpxp,30000.0,electric-sweep-312
289,{'runtime': 80},0.3249926977360882,0.4496701001382093,0.0,0,81.57253432273865,True,1699613217.9072022,0.38733139893714874,390-450,moslin,0.75,1,0.001,mean,abpxp,30000.0,usual-sweep-311
290,{'runtime': 1079},0.5868020429401449,0.7136603957868275,3.3306690738754696e-16,0,1080.4714465141296,True,1699614198.2976975,0.6502312193634863,270-330,moslin,0.75,1,0.001,mean,abpxp,30000.0,wandering-sweep-309
291,{'runtime': 356},0.6096446262887433,0.691159227882109,4.440892098500626e-16,0,356.62597703933716,True,1699613471.867297,0.6504019270854262,330-390,moslin,0.75,1,0.001,mean,abpxp,30000.0,colorful-sweep-310
292,{'runtime': 311},0.8744435359519732,1.1149787100361488,5.551115123125784e-16,0,312.1971929073334,True,1699613412.99747,0.9947111229940612,210-270,moslin,0.75,1,0.001,mean,abpxp,30000.0,zesty-sweep-308
293,{'runtime': 45},1.2203432008339374,1.4789115519025022,1.4432899320127037e-15,0,46.16577982902527,True,1699613146.4548788,1.3496273763682198,170-210,moslin,0.75,1,0.001,mean,abpxp,30000.0,decent-sweep-307
294,{'runtime': 30},0.22676573127527871,0.24093487796369656,1.1102230246251563e-16,0,30.93560791015625,True,1699613118.224316,0.23385030461948764,450-510,moslin,0.75,1,0.001,mean,precise,30000.0,laced-sweep-306
295,{'runtime': 127},0.30348314819263433,0.3057931393629158,1.1102230246251563e-16,0,128.53033638000488,True,1699613206.0564473,0.3046381437777751,330-390,moslin,0.75,1,0.001,mean,precise,30000.0,earnest-sweep-304
296,{'runtime': 40},0.2353850927749679,0.2959095565975532,2.220446049250313e-16,0,41.1006543636322,True,1699613118.7342644,0.26564732468626057,390-450,moslin,0.75,1,0.001,mean,precise,30000.0,lucky-sweep-305
297,{'runtime': 346},0.3777687122609597,0.5100705430390362,0.0,0,346.9566116333008,True,1699613415.786419,0.4439196276499979,270-330,moslin,0.75,1,0.001,mean,precise,30000.0,pretty-sweep-303
298,{'runtime': 129},0.46951568853215775,0.510728018671824,4.440892098500626e-16,0,130.25067019462583,True,1699613197.9560792,0.4901218536019909,210-270,moslin,0.75,1,0.001,mean,precise,30000.0,stoic-sweep-302
299,{'runtime': 28},0.5895728195032702,0.5829988158698094,0.0,0,29.286903142929077,True,1699613084.2080672,0.5862858176865398,170-210,moslin,0.75,1,0.001,mean,precise,30000.0,magic-sweep-301
300,{'runtime': 42},0.6326972482710608,0.6491281493447075,2.220446049250313e-16,0,42.89617919921875,True,1699613097.7425113,0.6409126988078842,450-510,moslin,0.5,1,0.5,mean,abpxp,30000.0,vital-sweep-300
301,{'runtime': 73},0.7450526698308941,0.7609194092064419,2.220446049250313e-16,0,74.01958322525024,True,1699613119.3945973,0.752986039518668,390-450,moslin,0.5,1,0.5,mean,abpxp,30000.0,ancient-sweep-299
302,{'runtime': 365},0.9283837962173248,0.9331441118154876,2.220446049250313e-16,0,365.58263206481934,True,1699613397.6130931,0.930763954016406,330-390,moslin,0.5,1,0.5,mean,abpxp,30000.0,deep-sweep-298
303,{'runtime': 1268},0.8868809632953116,0.8771364794231952,2.220446049250313e-16,0,1268.7253458499908,True,1699614265.8405938,0.8820087213592533,270-330,moslin,0.5,1,0.5,mean,abpxp,30000.0,peachy-sweep-297
304,{'runtime': 330},0.9047372944154226,0.9002928611026568,2.220446049250313e-16,0,330.82890725135803,True,1699613319.9547503,0.9025150777590396,210-270,moslin,0.5,1,0.5,mean,abpxp,30000.0,deft-sweep-296
305,{'runtime': 28},0.5204216115365341,0.5288626410971473,1.1102230246251563e-16,0,29.203014612197876,True,1699613016.4974546,0.5246421263168407,450-510,moslin,0.5,1,0.5,mean,precise,30000.0,effortless-sweep-294
306,{'runtime': 43},0.964743534266359,0.9751490774332814,2.220446049250313e-16,0,44.02547025680542,True,1699613031.4751165,0.96994630584982,170-210,moslin,0.5,1,0.5,mean,abpxp,30000.0,fragrant-sweep-295
307,{'runtime': 40},0.618245119239143,0.619024405902183,4.440892098500626e-16,0,40.65245294570923,True,1699613020.4404368,0.618634762570663,390-450,moslin,0.5,1,0.5,mean,precise,30000.0,summer-sweep-293
308,{'runtime': 138},0.7233930418537944,0.7142483424290281,0.0,0,139.58871817588806,True,1699613084.2154431,0.7188206921414113,330-390,moslin,0.5,1,0.5,mean,precise,30000.0,denim-sweep-292
309,{'runtime': 375},0.7933251783882397,0.7957955297503873,6.661338147750939e-16,0,376.5099275112152,True,1699613315.7109184,0.7945603540693135,270-330,moslin,0.5,1,0.5,mean,precise,30000.0,confused-sweep-291
310,{'runtime': 120},0.8450871428319294,0.8323820309645898,0.0,0,120.72766375541688,True,1699613058.9677937,0.8387345868982596,210-270,moslin,0.5,1,0.5,mean,precise,30000.0,lemon-sweep-290
311,{'runtime': 27},0.7232922186916444,0.7090142087627561,0.0,0,27.77692699432373,True,1699612962.752447,0.7161532137272002,170-210,moslin,0.5,1,0.5,mean,precise,30000.0,fast-sweep-289
312,{'runtime': 41},0.22560297183549208,0.23373816360808955,2.220446049250313e-16,0,41.76304125785827,True,1699612966.9680552,0.2296705677217908,450-510,moslin,0.5,1,0.1,mean,abpxp,30000.0,dandy-sweep-288
313,{'runtime': 72},0.30002312088624256,0.3717945945162552,5.551115123125784e-16,0,72.65521383285522,True,1699612977.0588398,0.3359088577012489,390-450,moslin,0.5,1,0.1,mean,abpxp,30000.0,lunar-sweep-287
314,{'runtime': 311},0.6598927185861434,0.7036463658790346,2.220446049250313e-16,0,312.3458933830261,True,1699613209.7089734,0.681769542232589,330-390,moslin,0.5,1,0.1,mean,abpxp,30000.0,radiant-sweep-286
315,{'runtime': 1023},0.49538345790080385,0.49917625608615623,2.220446049250313e-16,0,1024.5722587108612,True,1699613899.0604978,0.49727985699348,270-330,moslin,0.5,1,0.1,mean,abpxp,30000.0,elated-sweep-285
316,{'runtime': 291},0.6864759878415071,0.7298623187211544,4.440892098500626e-16,0,292.47236347198486,True,1699613154.6420696,0.7081691532813308,210-270,moslin,0.5,1,0.1,mean,abpxp,30000.0,glad-sweep-284
317,{'runtime': 45},0.9412347082515496,1.0355385162344677,3.3306690738754696e-16,0,45.98446726799011,True,1699612902.6377585,0.9883866122430086,170-210,moslin,0.5,1,0.1,mean,abpxp,30000.0,sweepy-sweep-283
318,{'runtime': 27},0.13555875113775057,0.13359009475593403,7.771561172376097e-16,0,27.618584394454956,True,1699612880.3811903,0.1345744229468423,450-510,moslin,0.5,1,0.1,mean,precise,30000.0,serene-sweep-282
319,{'runtime': 38},0.13761075510702006,0.15211255783120603,2.220446049250313e-16,0,39.11844038963318,True,1699612885.9474485,0.14486165646911303,390-450,moslin,0.5,1,0.1,mean,precise,30000.0,gentle-sweep-281
320,{'runtime': 124},0.28480201336559874,0.27728139893961073,4.440892098500626e-16,0,125.20513868331908,True,1699612971.125007,0.2810417061526047,330-390,moslin,0.5,1,0.1,mean,precise,30000.0,silvery-sweep-280
321,{'runtime': 368},0.32063350748045516,0.3558398735789688,3.3306690738754696e-16,0,369.18088006973267,True,1699613200.976361,0.33823669052971195,270-330,moslin,0.5,1,0.1,mean,precise,30000.0,expert-sweep-279
322,{'runtime': 105},0.40055744980869706,0.3989919965739851,4.440892098500626e-16,0,107.48009705543518,True,1699612916.811317,0.3997747231913411,210-270,moslin,0.5,1,0.1,mean,precise,30000.0,tough-sweep-278
323,{'runtime': 30},0.3568243900248876,0.34915562843193065,4.440892098500626e-16,0,30.598210334777832,True,1699612837.0891244,0.3529900092284091,170-210,moslin,0.5,1,0.1,mean,precise,30000.0,fragrant-sweep-277
324,{'runtime': 39},0.2132926084818881,0.21060183314437023,4.440892098500626e-16,0,39.97244215011597,True,1699612829.474554,0.21194722081312917,450-510,moslin,0.5,1,0.05,mean,abpxp,30000.0,glamorous-sweep-276
325,{'runtime': 69},0.2583853385108717,0.35072835577004635,4.440892098500626e-16,0,70.41585731506348,True,1699612856.8310714,0.30455684714045905,390-450,moslin,0.5,1,0.05,mean,abpxp,30000.0,unique-sweep-275
326,{'runtime': 323},0.5679176100148646,0.6398229939381216,8.881784197001252e-16,0,323.86534905433655,True,1699613099.198851,0.603870301976493,330-390,moslin,0.5,1,0.05,mean,abpxp,30000.0,rare-sweep-274
327,{'runtime': 1182},0.4551696599591697,0.5017831962745547,8.881784197001252e-16,0,1182.593192577362,True,1699613954.8997526,0.4784764281168622,270-330,moslin,0.5,1,0.05,mean,abpxp,30000.0,wise-sweep-273
328,{'runtime': 280},0.6839263251530714,0.7841239202773925,1.1102230246251563e-16,0,281.6279549598694,True,1699613032.644832,0.7340251227152319,210-270,moslin,0.5,1,0.05,mean,abpxp,30000.0,colorful-sweep-272
329,{'runtime': 46},1.0498305322963009,1.2207415012748817,5.551115123125784e-16,0,46.974547386169434,True,1699612789.5588803,1.1352860167855914,170-210,moslin,0.5,1,0.05,mean,abpxp,30000.0,legendary-sweep-271
330,{'runtime': 27},0.14379281071695982,0.1403844920544091,7.771561172376097e-16,0,28.55365300178528,True,1699612766.767269,0.14208865138568444,450-510,moslin,0.5,1,0.05,mean,precise,30000.0,pious-sweep-270
331,{'runtime': 38},0.13854017500553142,0.1655747479098727,4.440892098500626e-16,0,38.87857794761658,True,1699612773.8128688,0.15205746145770205,390-450,moslin,0.5,1,0.05,mean,precise,30000.0,apricot-sweep-269
332,{'runtime': 112},0.2224144667648205,0.22672525849393557,5.551115123125784e-16,0,113.47589349746704,True,1699612835.8692296,0.22456986262937803,330-390,moslin,0.5,1,0.05,mean,precise,30000.0,summer-sweep-268
333,{'runtime': 363},0.2780422971415651,0.3462955934075748,1.1102230246251563e-16,0,364.4119682312012,True,1699613069.533543,0.31216894527456995,270-330,moslin,0.5,1,0.05,mean,precise,30000.0,fine-sweep-267
334,{'runtime': 111},0.3723491061611393,0.3796037351576061,5.551115123125784e-16,0,112.22141933441162,True,1699612810.7714834,0.37597642065937265,210-270,moslin,0.5,1,0.05,mean,precise,30000.0,logical-sweep-266
335,{'runtime': 26},0.4086437784633527,0.4038495366738564,3.3306690738754696e-16,0,27.509636163711548,True,1699612720.708574,0.40624665756860456,170-210,moslin,0.5,1,0.05,mean,precise,30000.0,soft-sweep-265
336,{'runtime': 41},0.27586135670177186,0.2644419908014207,5.551115123125784e-16,0,41.6764931678772,True,1699612729.873386,0.2701516737515963,450-510,moslin,0.5,1,0.01,mean,abpxp,30000.0,confused-sweep-264
337,{'runtime': 74},0.31179940953956065,0.4307470569838985,0.0,0,76.91475510597229,True,1699612750.851907,0.3712732332617296,390-450,moslin,0.5,1,0.01,mean,abpxp,30000.0,quiet-sweep-263
338,{'runtime': 293},0.6568638771015001,0.7456427260819913,8.881784197001252e-16,0,293.66907119750977,True,1699612964.661703,0.7012533015917457,330-390,moslin,0.5,1,0.01,mean,abpxp,30000.0,resilient-sweep-262
339,{'runtime': 1078},0.5651404245394395,0.6755865764714291,1.1102230246251563e-16,0,1079.5448606014252,True,1699613749.417425,0.6203635005054342,270-330,moslin,0.5,1,0.01,mean,abpxp,30000.0,devoted-sweep-261
340,{'runtime': 281},0.8560541015191272,1.066489895027465,8.881784197001252e-16,0,282.47953486442566,True,1699612922.4742515,0.961271998273296,210-270,moslin,0.5,1,0.01,mean,abpxp,30000.0,visionary-sweep-260
341,{'runtime': 42},1.2475231890779714,1.454951801565328,0.0,0,42.6441798210144,True,1699612673.8231688,1.3512374953216495,170-210,moslin,0.5,1,0.01,mean,abpxp,30000.0,dashing-sweep-259
342,{'runtime': 29},0.21354921319519388,0.21697274215629855,3.3306690738754696e-16,0,30.168172121047977,True,1699612651.8896542,0.2152609776757462,450-510,moslin,0.5,1,0.01,mean,precise,30000.0,polar-sweep-258
343,{'runtime': 40},0.21161490547553957,0.26402955598408373,2.220446049250313e-16,0,40.729487895965576,True,1699612656.7221189,0.23782223072981165,390-450,moslin,0.5,1,0.01,mean,precise,30000.0,sandy-sweep-257
344,{'runtime': 110},0.2920933995469759,0.2993299875938514,2.220446049250313e-16,0,111.35650086402892,True,1699612704.2230575,0.2957116935704136,330-390,moslin,0.5,1,0.01,mean,precise,30000.0,peach-sweep-256
345,{'runtime': 339},0.3647311508093696,0.4804207091264656,0.0,0,340.3301737308502,True,1699612929.2124467,0.4225759299679176,270-330,moslin,0.5,1,0.01,mean,precise,30000.0,lively-sweep-255
346,{'runtime': 108},0.4828233095754841,0.5071771840034848,1.1102230246251563e-16,0,108.9709222316742,True,1699612686.9349332,0.4950002467894844,210-270,moslin,0.5,1,0.01,mean,precise,30000.0,rare-sweep-254
347,{'runtime': 28},0.5639315439141528,0.5617236320297885,2.220446049250313e-16,0,29.116792678833008,True,1699612606.1923275,0.5628275879719706,170-210,moslin,0.5,1,0.01,mean,precise,30000.0,elated-sweep-253
348,{'runtime': 50},0.3055336587664113,0.2965495569832698,1.9984014443252818e-15,0,51.31503677368164,True,1699612615.177199,0.3010416078748406,450-510,moslin,0.5,1,0.001,mean,abpxp,30000.0,fine-sweep-252
349,{'runtime': 100},0.34283983426444614,0.470724704806964,1.3322676295501878e-15,0,101.14828562736513,True,1699612657.6965215,0.40678226953570507,390-450,moslin,0.5,1,0.001,mean,abpxp,30000.0,unique-sweep-251
350,{'runtime': 309},0.6972255388949303,0.784570048652534,0.0,0,310.05743050575256,True,1699612841.2547226,0.7408977937737322,330-390,moslin,0.5,1,0.001,mean,abpxp,30000.0,amber-sweep-250
351,{'runtime': 1168},0.6101092126900557,0.7411898577659936,1.3322676295501878e-15,0,1169.5610258579254,True,1699613696.2260668,0.6756495352280246,270-330,moslin,0.5,1,0.001,mean,abpxp,30000.0,fiery-sweep-249
352,{'runtime': 308},0.9059587870004546,1.1404370282709313,0.0,0,309.23194575309753,True,1699612822.4415278,1.023197907635693,210-270,moslin,0.5,1,0.001,mean,abpxp,30000.0,confused-sweep-248
353,{'runtime': 48},1.3043113520069016,1.5298782168405023,2.7755575615628914e-15,0,49.31169390678406,True,1699612555.0912788,1.417094784423702,170-210,moslin,0.5,1,0.001,mean,abpxp,30000.0,twilight-sweep-247
354,{'runtime': 56},0.24393705713806743,0.25280483250956937,1.3322676295501878e-15,0,57.572020053863525,True,1699612560.216341,0.2483709448238184,450-510,moslin,0.5,1,0.001,mean,precise,30000.0,denim-sweep-246
355,{'runtime': 46},0.24498139992373325,0.31017694134056395,1.1102230246251563e-15,0,47.4081015586853,True,1699612540.0625176,0.2775791706321486,390-450,moslin,0.5,1,0.001,mean,precise,30000.0,helpful-sweep-245
356,{'runtime': 149},0.33831248209136344,0.34260987282748256,1.1102230246251563e-15,0,150.53492736816406,True,1699612619.2158184,0.340461177459423,330-390,moslin,0.5,1,0.001,mean,precise,30000.0,northern-sweep-244
357,{'runtime': 322},0.40144110074106815,0.5325560327569743,3.3306690738754696e-16,0,322.7465064525604,True,1699612789.2221065,0.4669985667490212,270-330,moslin,0.5,1,0.001,mean,precise,30000.0,mild-sweep-243
358,{'runtime': 114},0.5181396557992349,0.5522362704345387,8.881784197001252e-16,0,115.00506234169006,True,1699612573.6722202,0.5351879631168868,210-270,moslin,0.5,1,0.001,mean,precise,30000.0,toasty-sweep-242
359,{'runtime': 35},0.6066803255455875,0.6111467152876174,0.0,0,36.07073473930359,True,1699612483.4143016,0.6089135204166025,170-210,moslin,0.5,1,0.001,mean,precise,30000.0,bright-sweep-241
360,{'runtime': 38},0.29575999118869317,0.31311453790264565,0.0,0,38.75449585914612,True,1699612475.5503798,0.30443726454566944,450-510,moslin,0.25,1,0.5,mean,abpxp,30000.0,true-sweep-240
361,{'runtime': 79},0.4083560695483739,0.46073567815219546,2.220446049250313e-16,0,79.94687581062317,True,1699612508.7543998,0.43454587385028465,390-450,moslin,0.25,1,0.5,mean,abpxp,30000.0,lilac-sweep-239
362,{'runtime': 335},0.770135385728855,0.7919016268869341,2.220446049250313e-16,0,335.88515186309814,True,1699612759.6689868,0.7810185063078945,330-390,moslin,0.25,1,0.5,mean,abpxp,30000.0,wandering-sweep-238
363,{'runtime': 1238},0.6249588910952117,0.6068369982534664,4.440892098500626e-16,0,1239.05056142807,True,1699613648.0152557,0.6158979446743391,270-330,moslin,0.25,1,0.5,mean,abpxp,30000.0,efficient-sweep-237
364,{'runtime': 316},0.7542889355792725,0.763952772818821,3.3306690738754696e-16,0,317.4499237537384,True,1699612716.1850948,0.7591208541990467,210-270,moslin,0.25,1,0.5,mean,abpxp,30000.0,hearty-sweep-236
365,{'runtime': 43},0.946545214890836,1.003579080069187,2.220446049250313e-16,0,44.53948926925659,True,1699612430.1776562,0.9750621474800116,170-210,moslin,0.25,1,0.5,mean,abpxp,30000.0,upbeat-sweep-235
366,{'runtime': 27},0.19830238507696568,0.1999874878209269,2.220446049250313e-16,0,28.1908495426178,True,1699612410.0278037,0.1991449364489463,450-510,moslin,0.25,1,0.5,mean,precise,30000.0,kind-sweep-234
367,{'runtime': 40},0.24395025602355383,0.25063165092513495,0.0,0,40.705451250076294,True,1699612415.5698934,0.2472909534743444,390-450,moslin,0.25,1,0.5,mean,precise,30000.0,silver-sweep-233
368,{'runtime': 130},0.43021384776222354,0.4151073920662446,2.220446049250313e-16,0,131.49813103675842,True,1699612485.882939,0.4226606199142341,330-390,moslin,0.25,1,0.5,mean,precise,30000.0,hopeful-sweep-232
369,{'runtime': 381},0.4745874080581649,0.49142442357837707,0.0,0,382.3267228603363,True,1699612724.712796,0.48300591581827096,270-330,moslin,0.25,1,0.5,mean,precise,30000.0,still-sweep-231
370,{'runtime': 109},0.574234017723735,0.5668717452259258,0.0,0,109.6874840259552,True,1699612446.456402,0.5705528814748304,210-270,moslin,0.25,1,0.5,mean,precise,30000.0,amber-sweep-230
371,{'runtime': 28},0.46024059050239263,0.4467542087260558,0.0,0,29.44809055328369,True,1699612358.0708206,0.4534973996142242,170-210,moslin,0.25,1,0.5,mean,precise,30000.0,dark-sweep-229
372,{'runtime': 40},0.23200067652662104,0.2284610679594411,5.551115123125784e-16,0,40.89521527290344,True,1699612364.5548303,0.23023087224303107,450-510,moslin,0.25,1,0.1,mean,abpxp,30000.0,toasty-sweep-228
373,{'runtime': 77},0.2737859992453986,0.3769807122302889,0.0,0,77.70794749259949,True,1699612377.9506695,0.3253833557378437,390-450,moslin,0.25,1,0.1,mean,abpxp,30000.0,glamorous-sweep-227
374,{'runtime': 297},0.5796006283884996,0.6578536440873449,4.440892098500626e-16,0,298.1066703796387,True,1699612592.7316124,0.6187271362379223,330-390,moslin,0.25,1,0.1,mean,abpxp,30000.0,sandy-sweep-226
375,{'runtime': 1080},0.48634102642556865,0.5541186343753489,1.6653345369377348e-15,0,1081.5322127342224,True,1699613358.2006557,0.5202298304004588,270-330,moslin,0.25,1,0.1,mean,abpxp,30000.0,sleek-sweep-225
376,{'runtime': 272},0.7343807956503234,0.8592841022064794,4.440892098500626e-16,0,273.36283779144287,True,1699612543.3600128,0.7968324489284014,210-270,moslin,0.25,1,0.1,mean,abpxp,30000.0,elated-sweep-224
377,{'runtime': 44},1.086551810241796,1.2250163645470025,1.1102230246251563e-16,0,44.9573392868042,True,1699612310.3690484,1.1557840873943994,170-210,moslin,0.25,1,0.1,mean,abpxp,30000.0,divine-sweep-223
378,{'runtime': 27},0.1696718778259063,0.16745748067794336,6.661338147750939e-16,0,28.010862350463867,True,1699612277.9946125,0.1685646792519248,450-510,moslin,0.25,1,0.1,mean,precise,30000.0,generous-sweep-222
379,{'runtime': 38},0.16625711881683358,0.196676418335784,4.440892098500626e-16,0,39.430264711380005,True,1699612283.6306927,0.1814667685763088,390-450,moslin,0.25,1,0.1,mean,precise,30000.0,splendid-sweep-221
380,{'runtime': 121},0.254037954944762,0.2607227248276884,5.551115123125784e-16,0,122.24875736236572,True,1699612364.504841,0.2573803398862252,330-390,moslin,0.25,1,0.1,mean,precise,30000.0,avid-sweep-220
381,{'runtime': 339},0.3148106130813762,0.396019277624694,0.0,0,339.6755938529968,True,1699612572.879185,0.3554149453530351,270-330,moslin,0.25,1,0.1,mean,precise,30000.0,sweet-sweep-219
382,{'runtime': 114},0.4327704006918433,0.44850095271733464,4.440892098500626e-16,0,115.346049785614,True,1699612334.6198168,0.4406356767045889,210-270,moslin,0.25,1,0.1,mean,precise,30000.0,revived-sweep-218
383,{'runtime': 27},0.4834073159431771,0.4816793902184082,3.3306690738754696e-16,0,28.39696717262268,True,1699612225.9786842,0.48254335308079266,170-210,moslin,0.25,1,0.1,mean,precise,30000.0,vivid-sweep-217
